"Country or Area","Year","Commodity","Flow","Trade (USD)","Weight (kg)","Quantity Name","Quantity"
"Denmark","1999","Articles of rare earths/metals nes","Export","9041","130","Weight in kilograms","130"
"Denmark","1998","Articles of rare earths/metals nes","Import","39354","675","Weight in kilograms","675"
"Denmark","1998","Articles of rare earths/metals nes","Export","2023","398","Weight in kilograms","398"
"Denmark","1997","Articles of rare earths/metals nes","Import","5364","11","Weight in kilograms","11"
"Denmark","1996","Articles of rare earths/metals nes","Import","3622","12","Weight in kilograms","12"
"Denmark","1996","Articles of rare earths/metals nes","Export","8717","97","Weight in kilograms","97"
"Denmark","1995","Articles of rare earths/metals nes","Import","3540","17","Weight in kilograms","17"
"Denmark","1995","Articles of rare earths/metals nes","Export","1341","23","Weight in kilograms","23"
"Denmark","1994","Articles of rare earths/metals nes","Import","31844","638","Weight in kilograms","638"
"Denmark","1994","Articles of rare earths/metals nes","Export","8227","4187","Weight in kilograms","4187"
"Denmark","1993","Articles of rare earths/metals nes","Import","83828","559","Weight in kilograms","559"
"Denmark","1993","Articles of rare earths/metals nes","Export","85995","2082","Weight in kilograms","2082"
"Denmark","1992","Articles of rare earths/metals nes","Import","36753","2232","Weight in kilograms","2232"
"Denmark","1991","Articles of rare earths/metals nes","Import","39062","2811","Weight in kilograms","2811"
"Denmark","1990","Articles of rare earths/metals nes","Import","22860","2648","Weight in kilograms","2648"
"Denmark","1990","Articles of rare earths/metals nes","Export","3312","22","Weight in kilograms","22"
"Dominica","2001","Articles of rare earths/metals nes","Import","28","7","Weight in kilograms","7"
"Dominica","1995","Articles of rare earths/metals nes","Import","885","304","Weight in kilograms","304"
"Dominican Rep.","2017","Articles of rare earths/metals nes","Import","1288.7","","Weight in kilograms","96.3656589810796"
"Dominican Rep.","2016","Articles of rare earths/metals nes","Import","1137","","No Quantity",""
"Dominican Rep.","2011","Articles of rare earths/metals nes","Import","16012","37","Weight in kilograms","37"
"Dominican Rep.","2008","Articles of rare earths/metals nes","Import","600","2","Weight in kilograms","2"
"Dominican Rep.","2006","Articles of rare earths/metals nes","Import","825","5","Weight in kilograms","5"
"Dominican Rep.","2002","Articles of rare earths/metals nes","Import","68","","No Quantity",""
"Ecuador","2017","Articles of rare earths/metals nes","Import","237.73","0.2","Weight in kilograms","1"
"Ecuador","2016","Articles of rare earths/metals nes","Import","597","1","Weight in kilograms","1"
"Ecuador","2015","Articles of rare earths/metals nes","Import","19496","2177","Weight in kilograms","2177"
"Ecuador","2014","Articles of rare earths/metals nes","Import","26772","8867","Weight in kilograms","8867"
"Ecuador","2013","Articles of rare earths/metals nes","Import","13349","2386","Weight in kilograms","2386"
"Ecuador","2012","Articles of rare earths/metals nes","Import","943","177","Weight in kilograms","177"
"Ecuador","2011","Articles of rare earths/metals nes","Import","130","0","Weight in kilograms","0"
"Ecuador","2010","Articles of rare earths/metals nes","Import","1163","288","Weight in kilograms","288"
"Ecuador","2010","Articles of rare earths/metals nes","Export","8250","15000","Weight in kilograms","15000"
"Ecuador","2005","Articles of rare earths/metals nes","Import","29","3","Weight in kilograms","3"
"Ecuador","2004","Articles of rare earths/metals nes","Import","24","2","Weight in kilograms","2"
"Ecuador","2001","Articles of rare earths/metals nes","Import","184","165","Weight in kilograms","165"
"Ecuador","1999","Articles of rare earths/metals nes","Import","1072","34","Weight in kilograms","34"
"Ecuador","1996","Articles of rare earths/metals nes","Import","7035","769","Weight in kilograms","769"
"Ecuador","1995","Articles of rare earths/metals nes","Import","34","1","Weight in kilograms","1"
"Ecuador","1991","Articles of rare earths/metals nes","Import","1231","523","Weight in kilograms","523"
"Egypt","2018","Articles of rare earths/metals nes","Import","764717.89489125","","Weight in kilograms","2752.52210022423"
"Egypt","2018","Articles of rare earths/metals nes","Export","1635.32564103","","Weight in kilograms","6.4445673953627"
"Egypt","2016","Articles of rare earths/metals nes","Import","63","","No Quantity",""
"Egypt","2016","Articles of rare earths/metals nes","Export","877","","No Quantity",""
"Egypt","2015","Articles of rare earths/metals nes","Export","303","","No Quantity",""
"Egypt","2015","Articles of rare earths/metals nes","Import","261407","626","Weight in kilograms","626"
"Egypt","2014","Articles of rare earths/metals nes","Import","369","10","Weight in kilograms","10"
"Egypt","2014","Articles of rare earths/metals nes","Export","98","200","Weight in kilograms","200"
"Egypt","2013","Articles of rare earths/metals nes","Export","5304","4900","Weight in kilograms","4900"
"Egypt","2012","Articles of rare earths/metals nes","Export","15111","","No Quantity",""
"Egypt","2012","Articles of rare earths/metals nes","Import","170","0","Weight in kilograms","0"
"Egypt","2011","Articles of rare earths/metals nes","Export","1002","598","Weight in kilograms","598"
"Egypt","2009","Articles of rare earths/metals nes","Import","7416","827","Weight in kilograms","827"
"Egypt","2009","Articles of rare earths/metals nes","Export","40548","5730","Weight in kilograms","5730"
"Egypt","2008","Articles of rare earths/metals nes","Export","1905285","681770","Weight in kilograms","681770"
"Egypt","2007","Articles of rare earths/metals nes","Import","11381","1604","Weight in kilograms","1604"
"Egypt","2006","Articles of rare earths/metals nes","Import","57267","5489","Weight in kilograms","5489"
"Egypt","2004","Articles of rare earths/metals nes","Import","105479","32740","Weight in kilograms","32740"
"Egypt","2003","Articles of rare earths/metals nes","Import","6699","145","Weight in kilograms","145"
"Egypt","2002","Articles of rare earths/metals nes","Import","144867","32740","Weight in kilograms","32740"
"Egypt","2000","Articles of rare earths/metals nes","Import","120321","11182","Weight in kilograms","11182"
"Egypt","1996","Articles of rare earths/metals nes","Import","450129","21398","Weight in kilograms","21398"
"Egypt","1994","Articles of rare earths/metals nes","Import","893","253","Weight in kilograms","253"
"Egypt","1994","Articles of rare earths/metals nes","Export","145169","250000","Weight in kilograms","250000"
"El Salvador","2019","Articles of rare earths/metals nes","Import","3243.34","32.02","Weight in kilograms","32.02"
"El Salvador","2017","Articles of rare earths/metals nes","Import","3195.6","76.67","Weight in kilograms","76.67"
"El Salvador","2016","Articles of rare earths/metals nes","Import","1475.54","2.04","Weight in kilograms","2.04"
"El Salvador","2013","Articles of rare earths/metals nes","Import","1164.76","1","Weight in kilograms","1"
"El Salvador","2012","Articles of rare earths/metals nes","Import","258947.99","492","Weight in kilograms","492"
"El Salvador","2010","Articles of rare earths/metals nes","Import","580","99","Weight in kilograms","99"
"El Salvador","2009","Articles of rare earths/metals nes","Import","30060","921","Weight in kilograms","921"
"El Salvador","2006","Articles of rare earths/metals nes","Import","848","200","Weight in kilograms","200"
"El Salvador","2004","Articles of rare earths/metals nes","Import","3640","1000","Weight in kilograms","1000"
"El Salvador","2002","Articles of rare earths/metals nes","Import","101","0","Weight in kilograms","0"
"El Salvador","2001","Articles of rare earths/metals nes","Import","12844","237","Weight in kilograms","237"
"El Salvador","1999","Articles of rare earths/metals nes","Import","1715","10","Weight in kilograms","10"
"El Salvador","1995","Articles of rare earths/metals nes","Import","1425","183","Weight in kilograms","183"
"Estonia","2018","Articles of rare earths/metals nes","Import","29087.66860144","251","Weight in kilograms","251"
"Estonia","2018","Articles of rare earths/metals nes","Export","13168222.667434","307235","Weight in kilograms","307235"
"Estonia","2017","Articles of rare earths/metals nes","Import","120571.474164768","1004","Weight in kilograms","1004"
"Estonia","2017","Articles of rare earths/metals nes","Export","10115346.58181","110343.2","Weight in kilograms","110343.2"
"Estonia","2017","Articles of rare earths/metals nes","Re-Import","559.554805008","4","Weight in kilograms","4"
"Estonia","2016","Articles of rare earths/metals nes","Import","1240.1335067","21.4","Weight in kilograms","21.4"
"Estonia","2016","Articles of rare earths/metals nes","Export","8591543.40317387","104067","Weight in kilograms","104067"
"Estonia","2015","Articles of rare earths/metals nes","Import","2533","5","Weight in kilograms","5"
"Estonia","2015","Articles of rare earths/metals nes","Export","9225619","115154","Weight in kilograms","115154"
"Estonia","2014","Articles of rare earths/metals nes","Import","74890","151","Weight in kilograms","151"
"Estonia","2014","Articles of rare earths/metals nes","Export","13970227","175637","Weight in kilograms","175637"
"Estonia","2013","Articles of rare earths/metals nes","Import","7773","","No Quantity",""
"Estonia","2013","Articles of rare earths/metals nes","Export","18496020","175490","Weight in kilograms","175490"
"Estonia","2012","Articles of rare earths/metals nes","Import","581929","22193","Weight in kilograms","22193"
"Estonia","2012","Articles of rare earths/metals nes","Export","26790500","232691","Weight in kilograms","232691"
"Estonia","2011","Articles of rare earths/metals nes","Import","216547","1698","Weight in kilograms","1698"
"Estonia","2011","Articles of rare earths/metals nes","Export","30304172","274198","Weight in kilograms","274198"
"Estonia","2010","Articles of rare earths/metals nes","Import","47964","4","Weight in kilograms","4"
"Estonia","2010","Articles of rare earths/metals nes","Export","15518573","182397","Weight in kilograms","182397"
"Estonia","2009","Articles of rare earths/metals nes","Import","154274","1886","Weight in kilograms","1886"
"Estonia","2009","Articles of rare earths/metals nes","Export","8852606","149011","Weight in kilograms","149011"
"Estonia","2008","Articles of rare earths/metals nes","Import","1039490","10445","Weight in kilograms","10445"
"Estonia","2008","Articles of rare earths/metals nes","Export","18544180","343010","Weight in kilograms","343010"
"Estonia","2007","Articles of rare earths/metals nes","Import","155","0","Weight in kilograms","0"
"Estonia","2007","Articles of rare earths/metals nes","Export","12560488","345235","Weight in kilograms","345235"
"Estonia","2006","Articles of rare earths/metals nes","Import","264474","6722","Weight in kilograms","6722"
"Estonia","2006","Articles of rare earths/metals nes","Export","12900776","393220","Weight in kilograms","393220"
"Estonia","2005","Articles of rare earths/metals nes","Import","205628","11235","Weight in kilograms","11235"
"Estonia","2005","Articles of rare earths/metals nes","Export","8601162","296825","Weight in kilograms","296825"
"Estonia","2005","Articles of rare earths/metals nes","Re-Import","197847","6403","Weight in kilograms","6403"
"Estonia","2004","Articles of rare earths/metals nes","Import","331009","17531","Weight in kilograms","17531"
"Estonia","2004","Articles of rare earths/metals nes","Export","8404502","268664","Weight in kilograms","268664"
"Estonia","2004","Articles of rare earths/metals nes","Re-Import","164562","7782","Weight in kilograms","7782"
"Estonia","2003","Articles of rare earths/metals nes","Import","589235","20219","Weight in kilograms","20219"
"Estonia","2003","Articles of rare earths/metals nes","Export","8262994","259413","Weight in kilograms","259413"
"Estonia","2003","Articles of rare earths/metals nes","Re-Import","321782","8865","Weight in kilograms","8865"
